IDs,tsne dim 1,tsne dim 2,Clusters
DE-02-2430-H1,-12.814036,1.7075033,-1
FR-01-1358-H1,1.5796058,5.3228273,7
DE-03-2225-H1,-15.119171,-6.113733,-1
DE-02-4144-H1,-11.182612,-1.9000437,-1
DE-03-1820-H1,1.2739769,11.618449,3
CZ-01-1818-H1,1.5635009,11.254201,3
DK-01-0805-H1,-15.898014,-9.402303,11
UK-03-0010-H1,-20.043768,-12.084098,12
UK-01-0053-H1,1.5618002,11.256297,3
DE-02-0332-H1,-1.4140173,-4.6536684,-1
DE-02-1607-H1,1.5643263,11.252848,3
DE-03-0235-H1,1.5640308,11.253175,3
CZ-01-1744-H1,6.347823,-21.449677,1
FR-01-0998-H1,1.5615348,11.2563715,3
DE-03-1532-H1,1.274227,11.618116,3
DE-03-0540-H1,-11.828788,-13.659089,-1
DE-03-0079-H1,3.2566094,0.52403325,7
DE-03-3403-H1,1.5638118,11.253084,3
HU-01-0139-H1,1.5645338,11.253176,3
SE-01-0728-H1,1.5649979,11.251737,3
DE-01-0022-H1,-15.67852,-16.18323,16
DE-03-1185-H1,-9.067338,-0.7221454,10
SE-01-1302-H1,-16.43272,-3.9679835,-1
US-01-0616-H1,1.5660287,11.250392,3
IT-07-0065-H1,1.5676398,11.248445,3
IT-01-0454-H1,1.5673213,11.248634,3
DE-02-0320-H1,1.5648117,11.252116,3
NL-04-0014-H1,4.9995637,1.4198986,7
NY-01-0868-H1,-15.914124,5.230793,8
FR-01-0828-H1,1.5660944,11.250292,3
ES-01-0311-H1,5.0963364,-23.32989,1
GR-02-0301-H1,-18.47328,2.8747396,14
US-01-1026-H1,1.5650215,11.25192,3
NL-01-0093-H1,1.5650798,11.251817,3
IT-02-0308-H1,5.096862,-23.32605,1
IT-01-0273-H1,1.5672923,11.248899,3
DE-03-4581-H1,1.561541,11.256664,3
CZ-01-0642-H1,1.5659927,11.250327,3
DE-02-2962-H2,-15.481895,-1.8126292,-1
IT-02-0032-H1,3.6625886,-21.360462,1
PL-01-0309-H1,1.5674006,11.248632,3
DE-02-2701-H1,1.5672978,11.248576,3
DE-03-1904-H1,-21.728537,-8.857241,12
NL-01-1008-H1,-13.615192,-14.816999,-1
GR-02-0146-H1,1.8673288,-2.12944,-1
GR-03-0040-H1,1.5630261,11.255189,3
DE-02-1253-H1,1.5642735,11.253419,3
DE-02-3270-H2,0.98011184,5.2381682,7
DE-03-1386-H1,0.9298946,4.4027553,7
NY-01-0553-H1,-16.015417,4.86959,8
DE-02-3564-H1,2.4152076,-16.13038,0
NY-01-0006-H1,3.6625886,-21.360462,1
IT-06-0282-H1,-17.71103,-1.450124,13
DE-03-4438-H1,1.5643634,11.252802,3
NL-01-0665-H1,-15.27494,-15.876276,16
UK-02-0035-H1,-11.73688,0.26668063,10
NL-01-0335-H1,-13.719789,-14.896733,-1
DK-01-0866-H1,0.5134955,7.2120905,-1
DE-03-0655-H1,-9.592731,-16.96313,-1
DE-02-1874-H1,-14.3157425,-10.000566,11
IT-07-0418-H1,-18.327303,-4.0497475,-1
CZ-01-0309-H1,1.5656768,11.251024,3
NL-01-0225-H1,-18.33453,-3.9818347,-1
NL-01-0080-H1,-13.934448,-4.604004,-1
DE-03-3361-H1,1.5675815,11.248667,3
NY-01-1080-H1,3.6625886,-21.360462,1
CZ-01-0688-H1,3.6625886,-21.360462,1
PL-01-0061-H1,-15.67852,-16.18323,16
NL-01-0362-H1,1.5674654,11.2484665,3
ES-01-0462-H1,-13.628719,-1.9533372,-1
DK-01-0526-H1,1.5649457,11.251441,3
UK-01-0783-H1,1.5673648,11.24873,3
DE-03-1298-H1,-19.370975,-11.097554,12
DE-02-0744-H1,-17.551828,2.6936276,14
DE-03-2600-H1,-19.2368,-6.8309836,-1
DE-02-3089-H1,-8.254646,-3.0005074,10
DE-03-0836-H1,1.566199,11.250042,3
IT-02-0206-H1,-17.711033,-1.4501145,13
SR-01-0133-H1,4.4710493,-2.3317082,7
DE-01-0420-H1,-17.067585,1.9936339,-1
DE-02-3077-H1,-14.299418,-10.063849,11
UK-03-0193-H1,1.562732,11.255533,3
GR-02-0606-H2,1.5626167,11.255442,3
DE-02-1355-H1,-18.073322,1.7950684,14
DE-02-2407-H1,1.5616851,11.256526,3
US-01-0844-H1,1.5643426,11.252964,3
US-01-0899-H1,2.9126909,2.901964,7
DE-03-0021-H1,-19.403126,-12.692244,-1
DE-03-1758-H1,-22.098114,-10.481243,-1
UK-01-0345-H1,1.5036075,-19.976727,0
CZ-01-1716-H1,1.5649215,11.251978,3
DE-02-4412-H1,2.4152188,-16.130384,0
IT-05-0039-H1,-17.389202,-1.1843971,13
FR-01-0700-H1,-13.997883,-3.8978386,-1
ES-01-0353-H1,1.5651777,11.250941,3
DE-03-0829-H1,-5.8659563,7.4891167,-1
UK-03-0152-H1,8.560656,-2.7144396,-1
DE-03-2795-H1,5.0963364,-23.32989,1
NL-01-0721-H1,-11.828788,-13.659089,-1
DE-02-2076-H1,1.5649979,11.251737,3
IT-05-0174-H1,1.5659806,11.250503,3
IT-07-0216-H1,1.2739836,11.618452,3
GR-01-0808-H1,1.5643157,11.252873,3
IT-01-0346-H1,1.5665193,11.249965,3
IT-02-0010-H1,1.5678637,11.24828,3
ES-01-0429-H1,-13.576982,-15.016084,-1
GR-02-0552-H1,-17.389202,-1.1843971,13
NY-01-0943-H1,-15.529508,-10.457269,11
SE-01-0691-H1,1.5652977,11.251062,3
SE-01-0869-H1,1.2742845,11.617965,3
DK-01-0339-H1,1.2743397,11.618178,3
ES-01-0007-H1,1.5641967,11.2531805,3
DE-02-3162-H1,-14.820814,4.880963,8
SE-01-0260-H1,1.5663456,11.250201,3
DE-02-4442-H1,-4.971878,-7.824107,-1
ES-01-0507-H1,-6.0308714,3.936026,-1
UK-03-0164-H1,1.5654365,11.251244,3
DE-03-3350-H1,-11.937499,-4.4734445,-1
FR-01-0780-H1,1.565008,11.251359,3
UK-03-0344-H1,1.5645294,11.251923,3
NY-01-1182-H1,1.2742839,11.618209,3
CZ-01-0900-H1,1.2739877,11.618447,3
DE-02-0579-H1,5.1179,4.374924,-1
DE-03-4555-H1,-6.7776117,-9.750213,-1
DK-01-1332-H1,1.5618625,11.256273,3
UK-03-0315-H1,8.438501,-2.5556622,-1
DE-03-0605-H1,1.8232688,-6.072102,-1
NL-01-1219-H1,1.5644183,11.253085,3
NL-01-0896-H1,1.5641978,11.252996,3
AT-01-0067-H1,1.5616717,11.256533,3
DE-02-4463-H1,1.5650413,11.251908,3
NY-01-0115-H1,-7.350109,-5.419275,10
DE-02-1541-H1,1.1525402,10.878454,3
NL-01-0367-H2,0.7864673,11.292785,3
DE-03-3591-H1,1.1333642,10.899873,3
DE-02-2788-H1,0.7863558,11.29348,3
DE-03-3407-H1,-0.783775,-1.682561,-1
IT-02-0109-H1,3.7277408,-21.30027,1
DK-01-0898-H1,2.2543976,-5.9784417,-1
DE-03-0742-H1,-22.115398,-10.461123,12
DE-02-4460-H1,0.7865539,11.293165,3
NY-01-0293-H2,-13.9982,-3.8981452,-1
US-01-0942-H1,1.3399416,-20.683073,0
DE-01-0207-H1,-4.692304,-7.787773,-1
IT-01-0341-H1,-9.2709255,-9.731786,-1
IT-05-0064-H1,0.78660923,11.291923,3
DE-02-2453-H1,-9.667804,-3.95579,-1
IT-08-0105-H1,1.1437083,10.881483,3
US-01-1092-H1,-11.73649,0.26657805,10
GR-03-0021-H1,-18.514658,-2.8208573,-1
CZ-01-0735-H1,-11.434487,-13.763918,-1
DE-01-0408-H1,1.1466829,10.8853035,3
FR-01-0026-H1,0.78659195,11.293024,3
DK-01-1084-H1,-11.2405,9.812929,-1
DE-03-3898-H1,0.7864787,11.293038,3
NY-01-0073-H1,3.7277408,-21.30027,1
GR-01-0514-H1,1.0270661,-21.413183,0
DE-03-1530-H1,1.1454346,10.88722,3
DE-01-0308-H1,1.1472929,10.883351,3
NY-01-1047-H1,-3.3337164,-0.84021014,-1
DE-03-4353-H1,0.78757155,11.291344,3
DE-03-0710-H1,-12.36756,-3.3807764,-1
FR-01-1025-H1,1.1445311,10.877478,3
IT-07-0207-H2,-13.794395,-1.6260353,-1
DE-03-3794-H1,1.1489358,10.881304,3
DK-01-0274-H1,1.1441152,10.878013,3
DE-03-4562-H1,1.1222353,10.912145,3
IT-05-0314-H1,-12.335445,3.139739,-1
DE-03-2031-H1,-20.48583,-5.4121017,-1
DE-02-0390-H1,-8.664418,-0.33430636,10
UK-03-0325-H1,-17.391731,-14.132014,15
CZ-01-1669-H1,1.1281558,10.905463,3
FR-01-0439-H1,0.7860784,11.293622,3
DE-03-0429-H1,-7.503934,8.153976,-1
DE-02-4492-H1,2.4145474,-16.130947,0
GR-03-0351-H1,0.7866824,11.292976,3
IT-02-0011-H2,-4.9094396,-1.5175849,-1
DE-03-4503-H1,-15.329127,-1.2629302,-1
SE-01-1082-H1,0.786114,11.2934475,3
DE-02-2502-H1,-11.261177,-9.099743,9
SE-01-0544-H1,-0.6929095,4.897557,7
DE-03-2709-H1,1.1430063,10.888435,3
US-01-1124-H1,-3.9057896,-12.809386,-1
IT-02-0568-H1,0.78673416,11.292024,3
DE-03-3903-H1,0.78716284,11.291492,3
IT-01-0024-H1,3.2568307,0.52417064,7
CZ-01-0958-H1,-9.2709255,-9.731786,-1
DK-01-0650-H1,-7.103455,-1.114007,10
US-01-1125-H1,0.7873519,11.291198,3
DE-03-0330-H1,0.7874577,11.291079,3
UK-01-0622-H1,0.78716,11.291529,3
NL-01-0922-H1,4.2466793,-3.3029935,7
DE-02-3967-H1,-12.264611,-7.239627,-1
DE-02-3678-H1,5.11794,4.374973,-1
UK-02-0023-H1,-14.991919,-6.041186,-1
NY-01-0200-H1,-5.7165747,-0.35104313,-1
GR-01-0771-H1,-14.593277,-15.776626,16
GR-01-0608-H1,-20.386286,-5.5655622,-1
GR-01-0339-H1,0.78464365,11.295353,3
US-01-0582-H1,-3.0276997,4.920322,-1
DE-02-4569-H1,3.6029172,-0.29131803,7
DE-02-1144-H1,-6.7117095,-1.7427931,-1
IT-02-0504-H1,0.7857193,11.2937155,3
DE-02-2824-H1,-6.9178543,-0.000831608,-1
CZ-01-1465-H1,0.78624105,11.293073,3
CZ-01-1511-H1,3.55161,-21.515163,1
FR-01-0063-H1,2.348369,-17.246983,0
DE-02-2501-H1,0.7855527,11.294439,3
ES-01-0513-H1,0.7860489,11.293374,3
ES-01-0030-H1,-16.768415,-5.108589,-1
DE-02-4682-H1,0.78582203,11.294325,3
NY-01-1183-H1,0.78602684,11.293211,3
DK-01-1544-H1,3.3607688,-2.3779342,7
IT-01-0338-H1,-8.488516,-2.8343315,10
DE-03-2857-H1,0.78570384,11.293569,3
DE-03-0698-H1,-11.434487,-13.763918,-1
IT-01-0298-H1,-11.2405,9.812929,-1
DE-02-2333-H1,0.78573775,11.293541,3
IT-05-0107-H1,0.7847154,11.29526,3
DE-02-0603-H1,2.4145474,-16.130947,0
DE-02-0852-H2,0.7857732,11.293446,3
DE-02-2762-H1,-0.90072614,7.0144424,-1
GR-01-1084-H1,-18.325571,-4.0582323,-1
GR-01-0555-H1,-11.2405,9.812929,-1
GR-01-0257-H1,0.78583664,11.293399,3
RU-01-0487-H1,1.038859,-5.878407,-1
DK-01-0472-H1,0.7861684,11.292599,3
UK-03-0400-H1,0.78600556,11.292948,3
DE-03-4524-H1,0.7859631,11.29299,3
SE-01-1260-H1,4.9997945,1.4200569,7
NY-01-0126-H1,3.7277408,-21.30027,1
GR-03-0285-H1,0.78596395,11.292974,3
IT-01-0260-H1,-13.628681,-1.9534911,-1
NY-01-1186-H1,0.7856401,11.293704,3
NL-01-0193-H1,0.78550774,11.294009,3
DE-03-0446-H1,-22.234312,-9.221493,12
UK-03-0368-H1,-15.678224,-16.183863,16
DE-02-2830-H1,0.7857104,11.293535,3
DK-01-0769-H1,-17.887314,-10.129938,-1
DE-02-1481-H1,0.7856174,11.293741,3
DE-02-0363-H1,0.7858027,11.293611,3
RU-01-0587-H1,0.78575253,11.293831,3
DE-03-2512-H1,-8.23271,-2.9316382,10
DE-03-4422-H1,-15.274691,-15.877132,16
DK-01-0832-H1,-10.543742,7.189776,-1
CZ-01-1741-H1,-17.388573,-1.1843089,13
NY-01-1248-H1,1.0270661,-21.413183,0
UK-01-0094-H1,0.7857487,11.29371,3
US-01-1290-H1,0.78582424,11.293557,3
GR-02-0375-H1,0.785709,11.293769,3
FR-01-0795-H1,1.1414776,10.891106,3
AT-01-0046-H1,6.347909,-21.449657,1
GR-02-0651-H1,-11.434487,-13.763918,-1
FR-01-0822-H1,3.7277408,-21.30027,1
SE-01-0172-H2,0.7868246,11.292026,3
DE-02-1948-H1,-3.0276997,4.920322,-1
DK-01-1487-H1,0.7868773,11.291918,3
DE-03-3614-H1,0.7866073,11.293015,3
DE-03-2143-H1,-11.935453,1.3740312,10
DE-02-2004-H1,0.78582644,11.294068,3
HU-01-0201-H1,-21.895222,-10.184524,12
NL-01-0453-H2,2.348369,-17.246983,0
DE-02-4790-H1,0.7858461,11.293606,3
NY-01-0712-H1,-11.4016075,0.36702806,10
DK-01-0449-H2,1.9061434,2.3620422,7
DK-01-0580-H1,1.2589482,3.6116018,7
PL-01-0178-H1,0.28343946,-17.033587,0
DE-03-0187-H1,-18.50397,-9.839439,12
DE-02-1913-H1,0.78636295,11.292329,3
DE-03-2619-H1,0.78641206,11.292366,3
FR-01-0547-H1,0.78625774,11.29249,3
DE-03-0790-H1,0.78598654,11.293538,3
HU-01-0096-H1,-13.614871,-14.81705,-1
RU-01-0325-H1,6.34791,-21.449661,1
DE-02-1244-H1,-8.044337,-3.8276281,10
GR-01-0383-H1,0.78583664,11.294365,3
DK-01-1023-H1,0.78628343,11.293506,3
IT-01-0309-H1,3.2568307,0.52417064,7
CZ-01-1407-H1,4.102603,-20.935602,1
RU-01-0087-H1,-7.9662843,-1.063546,10
DE-03-4880-H1,0.78605783,11.293554,3
RU-01-0542-H1,1.038859,-5.878407,-1
DE-01-0491-H1,-19.248854,-10.909005,12
CZ-01-0117-H1,3.7277408,-21.30027,1
DE-03-4262-H1,-10.917363,-8.711039,9
IT-08-0010-H1,-16.769556,-5.107629,-1
DE-03-2539-H1,1.148665,10.884895,3
DE-02-0572-H1,0.7861805,11.293397,3
DE-02-1848-H1,4.471202,-2.3316987,7
IT-01-0098-H1,0.7863326,11.292974,3
CZ-01-0098-H1,0.7860079,11.293741,3
US-01-0820-H1,0.7859548,11.294057,3
DE-03-1661-H1,0.78585154,11.294201,3
IT-05-0197-H1,1.5024517,-19.977163,0
GR-01-0161-H1,-2.4479234,1.7162309,-1
DE-02-0955-H1,-5.6220965,3.5609336,-1
DE-03-2771-H1,-17.966976,-13.227806,15
PL-01-0283-H1,0.78533673,11.295034,3
SE-01-0146-H2,0.78575915,11.294283,3
DE-03-0216-H1,1.2910187,5.3549037,7
FR-01-1334-H1,0.7858954,11.2934265,3
NL-01-0510-H1,-11.535787,-17.365784,-1
FR-01-0391-H1,-6.1935596,-3.3492095,-1
DK-01-0953-H1,3.7277408,-21.30027,1
US-01-0204-H1,0.7853988,11.294213,3
DE-03-4783-H1,0.7864764,11.293058,3
DE-03-4674-H1,-19.372486,-10.784541,12
IT-07-0006-H2,0.78635126,11.293473,3
DE-02-1778-H1,0.7859526,11.294156,3
NL-04-0079-H1,0.7862645,11.293549,3
IT-02-0719-H1,4.471202,-2.3316987,7
DE-01-0216-H1,0.7851763,11.294572,3
CZ-01-0258-H1,-8.897094,-5.2533135,-1
CZ-01-0305-H1,5.093094,-23.33079,1
DE-02-3807-H1,0.78639984,11.292745,3
ES-01-0142-H1,0.7863621,11.292654,3
PL-01-0175-H1,0.78649175,11.292246,3
CZ-01-1730-H1,0.7865827,11.292136,3
CZ-01-0524-H1,-13.628676,-1.9534862,-1
IT-01-0387-H1,-20.498041,-5.1841,-1
ES-01-0288-H1,0.78539145,11.294369,3
DE-02-0678-H1,-15.131025,4.9016247,8
DK-01-0127-H1,-7.9704742,6.425988,-1
PL-01-0316-H1,-1.4258353,-4.6513267,-1
US-01-0405-H1,0.7861431,11.293452,3
DK-01-1465-H1,0.7871448,11.291801,3
CZ-01-1156-H1,2.192339,1.0543493,7
DE-03-3809-H1,0.78683287,11.291799,3
DE-03-4585-H1,1.0270661,-21.413183,0
US-01-0478-H1,1.1617578,10.873799,3
DE-02-0194-H1,-17.947683,-6.4427333,-1
CZ-01-0772-H1,-15.52983,-10.457231,11
FR-01-0869-H1,0.7866529,11.292035,3
ES-01-0318-H1,1.1420664,10.884061,3
NY-01-0491-H1,1.1312891,10.902092,3
NY-01-1256-H1,2.0380657,3.0477507,7
DE-01-0158-H1,5.11794,4.374973,-1
DE-02-0697-H1,1.1383288,10.88459,3
SE-01-0150-H1,1.1518472,10.878864,3
IT-02-0683-H1,-13.558581,-0.2259984,-1
NY-01-1287-H1,-16.015072,4.869468,8
CZ-01-1795-H1,-16.779144,-5.1150823,-1
DK-01-1114-H1,1.1296524,10.903888,3
NY-01-1143-H1,1.1375492,10.895803,3
SE-01-0407-H1,4.7080545,-0.44402197,7
DE-03-3771-H1,-13.612572,-14.823034,-1
DE-02-3326-H1,-15.015345,4.3035803,8
DE-03-1590-H1,1.1512418,10.879611,3
SE-01-0151-H2,0.78556806,11.294471,3
NY-01-0377-H1,-6.4023366,-6.3979635,10
DE-03-3315-H1,-6.406434,-6.4204855,10
DE-02-0340-H1,-1.41421,-4.6535954,-1
RU-01-0276-H1,-4.2926807,6.3718576,-1
DE-03-2152-H1,0.7854992,11.2949705,3
DE-03-3631-H1,-13.628676,-1.9534862,-1
IT-07-0425-H1,3.7277408,-21.30027,1
NL-01-0328-H1,-17.740658,-13.655408,15
DE-02-2439-H1,-16.026112,-3.8916593,-1
FR-01-0549-H1,0.78583246,11.293819,3
FR-01-0772-H1,3.7277408,-21.30027,1
DE-02-1544-H1,0.78559923,11.294367,3
GR-03-0008-H1,-15.41943,0.6837093,-1
IT-06-0113-H1,0.785566,11.294335,3
ES-01-0220-H1,0.78558797,11.294212,3
GR-02-0569-H1,0.7861389,11.293414,3
DK-01-0041-H1,4.471202,-2.3316987,7
NL-04-0153-H1,0.785614,11.294175,3
DE-02-3119-H1,0.7859071,11.293602,3
FR-01-0311-H1,0.78565943,11.294199,3
DE-03-0284-H1,-19.074623,-6.2225313,-1
IT-01-0333-H1,0.7861384,11.29335,3
NY-01-0215-H1,0.786131,11.2931,3
US-01-0695-H1,0.7856579,11.294218,3
GR-01-0888-H1,3.7277408,-21.30027,1
DE-02-4396-H1,1.7966621,2.8629527,7
DE-01-0479-H1,2.3256385,-18.925028,0
SE-01-0548-H1,-12.366995,-3.442909,-1
GR-03-0352-H1,-16.669886,-11.149605,-1
CZ-01-1826-H1,-18.474699,2.8742595,14
UK-03-0045-H1,2.8666766,-23.792976,1
GR-01-0269-H1,3.7277408,-21.30027,1
PL-01-0208-H1,-14.189437,-14.190822,-1
GR-02-0372-H1,-14.841704,-4.0396366,-1
FR-01-0479-H1,0.7866743,11.292601,3
UK-02-0006-H1,0.78656954,11.293112,3
DE-02-3174-H1,0.78621286,11.293351,3
SE-01-0777-H1,1.127313,10.906352,3
FR-01-0857-H1,-8.396834,1.0279694,10
FR-01-1071-H1,-5.2443004,-13.693521,-1
GR-02-0511-H1,-6.119097,-8.677936,-1
SE-01-0287-H1,0.9351373,10.5147295,3
CZ-01-0872-H1,-11.604841,-0.7605628,-1
GR-02-0691-H1,0.9268659,10.526357,3
DE-03-3244-H1,-19.266191,-10.965564,12
UK-03-0369-H1,-19.217539,-10.919177,12
DK-01-1200-H1,-15.132012,-7.860208,-1
DE-03-3099-H1,-18.531084,-14.163186,-1
DE-02-4590-H1,0.94235647,10.503321,3
NL-01-1034-H1,4.4712963,-2.3317375,7
DE-03-1582-H1,0.5107661,11.131145,3
GR-02-0240-H1,0.951371,10.489215,3
US-01-1165-H1,0.9304236,10.522385,3
DE-02-1390-H1,0.94071424,10.505923,3
DE-03-2475-H1,-15.677981,-16.184294,16
PL-01-0089-H1,-10.016877,-16.742157,-1
NL-01-0324-H1,-12.828803,-1.9234326,-1
SE-01-1119-H1,0.94180304,10.503971,3
DE-02-2835-H1,0.93496317,10.514742,3
DE-03-0227-H1,0.9456606,10.497957,3
ES-01-0718-H1,0.9348374,10.515094,3
DK-01-0532-H2,0.94061404,10.506145,3
DK-01-1453-H1,0.5628489,11.044045,3
NL-01-0231-H1,0.94304866,10.502046,3
AT-01-0019-H1,1.2279543,1.2229956,7
CZ-01-0652-H1,3.6586273,-21.366776,1
DE-03-3250-H1,0.94082445,10.505873,3
RU-01-0174-H1,6.4155416,-6.0217495,-1
NL-04-0131-H1,0.9221658,10.533028,3
SE-01-0078-H1,0.9429716,10.502173,3
NY-01-1173-H1,-2.520407,-3.9658067,-1
US-01-1128-H1,0.9420955,10.503716,3
GR-01-1022-H1,0.9456941,10.498051,3
DE-02-4031-H1,0.9401738,10.506925,3
NY-01-1316-H1,0.946367,10.497373,3
FR-01-0448-H1,2.3430543,-17.247076,0
IT-07-0352-H1,-13.628754,-1.9535923,-1
IT-05-0062-H1,0.942883,10.502432,3
IT-08-0053-H1,0.946162,10.497822,3
UK-03-0419-H1,8.438495,-2.555601,-1
CZ-01-1540-H1,-5.623198,3.689145,-1
ES-01-0378-H1,0.9431222,10.501963,3
IT-02-0272-H1,0.94040966,10.506391,3
IT-02-0747-H1,0.93769574,10.509824,3
DE-02-4407-H1,0.94270146,10.502679,3
DE-03-3355-H1,-21.816017,-9.371607,12
UK-03-0445-H1,0.90173894,10.561462,3
DE-02-2913-H1,-2.9161875,0.7758748,-1
DK-01-0142-H1,-6.838158,0.073628664,-1
FR-01-1318-H1,0.94083184,10.505859,3
US-01-0330-H1,0.94619143,10.497738,3
CZ-01-0269-H1,0.95140815,10.489208,3
NY-01-0087-H2,-20.10572,-4.512511,-1
FR-01-1265-H1,-7.4944215,-7.915022,-1
DE-03-0754-H1,-22.18194,-10.6356325,-1
PL-01-0059-H1,-21.502293,-9.012816,12
RU-01-0636-H1,-12.682129,-7.682871,9
IT-02-0178-H1,0.9400068,10.506871,3
CZ-01-0011-H1,-13.62876,-1.9535991,-1
IT-05-0323-H1,0.91681755,10.541597,3
MK-01-0077-H1,-14.064713,3.2977705,-1
DK-01-1111-H1,0.9354629,10.514156,3
GR-01-0307-H1,-11.434539,-13.763951,-1
DE-03-2634-H1,0.7276793,5.580314,7
DE-03-2042-H1,0.9462297,10.497725,3
NL-01-0350-H1,0.94008565,10.506987,3
DK-01-1552-H1,-5.7166033,-0.3511809,-1
DE-03-2655-H1,-7.967884,-3.7454414,10
FR-01-0055-H1,0.94007534,10.507148,3
GR-02-0418-H1,-17.388372,-1.1840317,13
IT-02-0243-H1,3.2056177,-18.398582,0
RU-01-0770-H1,1.8410621,-23.092022,-1
GR-01-0867-H1,6.347968,-21.449554,1
IT-07-0331-H1,-15.328962,-1.2630786,-1
DE-02-0655-H1,5.0320854,1.4247601,7
FR-01-1103-H1,-15.47991,-11.32475,11
IT-01-0073-H1,-16.042887,5.029652,8
DE-02-4221-H1,-6.9178524,-0.000904672,-1
CZ-01-1636-H1,-8.39702,1.0276631,10
IT-02-0220-H1,0.9348846,10.515231,3
IT-07-0259-H1,0.9419139,10.504159,3
DE-02-0222-H1,3.6586273,-21.366776,1
CZ-01-1696-H1,0.9427893,10.502545,3
US-01-0615-H1,5.118115,-16.107244,-1
CZ-01-1303-H1,0.94636214,10.49738,3
RU-01-0220-H1,-14.593126,-15.77688,16
IT-01-0336-H1,0.9460707,10.497894,3
ES-01-0569-H1,5.092345,-23.33201,1
SE-01-0623-H1,2.3430543,-17.247076,0
CZ-01-1328-H1,0.93623793,10.513183,3
CZ-01-0188-H1,1.5048379,-0.20070046,7
DE-03-3652-H1,0.94199026,10.503912,3
UK-01-0506-H1,-19.12363,-6.252524,-1
DE-03-2936-H1,0.940386,10.506427,3
IT-01-0092-H1,2.7792077,4.883059,7
DE-02-1492-H1,-3.3049326,-1.3295188,-1
DE-03-1665-H1,0.9354846,10.514136,3
IT-07-0123-H1,-11.396959,0.37391493,10
DE-02-5143-H1,-15.529861,-10.457075,11
CZ-01-0040-H1,0.93435776,10.515832,3
DE-02-0339-H1,0.92735565,10.526247,3
CZ-01-0430-H1,-5.6220856,3.560814,-1
DE-03-1576-H1,-17.427654,-14.096648,15
IT-02-0056-H1,-11.940157,-4.4750977,-1
CZ-01-0419-H1,-11.828607,-13.659028,-1
IT-02-0422-H1,0.9364281,10.51265,3
SR-01-0061-H1,-11.471201,0.1994369,10
DE-02-1747-H1,-14.536586,2.0197084,-1
DE-02-2748-H1,0.94010293,10.506932,3
UK-03-0530-H1,0.93471336,10.5152645,3
FR-01-0302-H1,-15.208083,4.3942304,8
DE-02-0218-H1,3.6586273,-21.366776,1
DK-01-1152-H1,0.93551165,10.513919,3
US-01-0783-H1,0.9498563,10.491701,3
DE-03-2686-H1,-18.676353,2.2832067,14
IT-02-0768-H1,-18.473963,2.9020119,14
US-01-0988-H1,-15.208083,4.3942304,8
FR-01-1363-H1,0.94279635,10.502474,3
US-01-0953-H1,0.9422856,10.503371,3
UK-02-0104-H1,-6.9178524,-0.000904672,-1
SR-01-0098-H1,-8.488461,-2.8347495,10
ES-01-0015-H1,0.9266071,10.526776,3
UK-01-0653-H1,-11.396959,0.37391493,10
IT-06-0134-H1,0.9273434,10.52588,3
FR-01-0592-H1,0.93653417,10.512658,3
HU-01-0133-H1,0.6851545,-16.644651,0
ES-01-0275-H1,0.9354996,10.513967,3
RU-01-0150-H1,6.347968,-21.449554,1
DK-01-1582-H1,0.9361835,10.513247,3
IT-07-0178-H1,0.9428248,10.502548,3
DK-01-0078-H1,0.93656814,10.512414,3
RU-01-0607-H1,-1.4143745,-4.6536016,-1
RU-01-0648-H1,-6.6910415,-6.861236,10
DE-02-2060-H1,-15.854169,2.3148944,-1
DE-02-4916-H1,-17.395367,-1.1895691,13
US-01-1311-H1,0.9252278,10.528604,3
NY-01-0509-H1,0.657963,-23.088415,-1
DE-03-3477-H1,0.9504221,10.491131,3
US-01-1112-H1,2.518629,5.282028,7
DE-03-4843-H1,-8.730227,-0.25458157,10
US-01-0734-H1,-11.875083,0.06865111,10
NY-01-0224-H1,-11.038073,-0.2943782,-1
IT-02-0436-H1,-16.020954,4.871784,8
NL-01-0095-H1,0.9359475,10.513369,3
UK-01-0393-H1,-10.563738,7.125796,-1
NY-01-0363-H1,3.6586273,-21.366776,1
DK-01-0318-H1,0.9362892,10.513022,3
DK-01-1414-H1,0.9364292,10.51282,3
DE-03-2861-H1,-17.444809,-14.022224,15
RU-01-0637-H1,3.9247937,5.9929156,7
UK-01-0420-H1,-8.39702,1.0276631,10
DE-02-2948-H1,-14.540612,-11.661485,-1
NY-01-0064-H1,-17.388372,-1.1840317,13
FR-01-0038-H1,0.9427469,10.502621,3
MK-01-0058-H1,5.054729,4.3573785,-1
NY-01-0935-H1,-8.659481,-5.4536977,10
DE-02-3493-H1,0.9462647,10.497408,3
RU-01-0688-H1,0.9463416,10.497276,3
NY-01-0731-H1,0.9425844,10.502825,3
DE-02-1172-H1,-18.370653,-3.928584,-1
UK-02-0105-H1,-10.109983,-13.882557,-1
NY-01-0110-H1,0.9310895,10.5214205,3
RU-01-0671-H1,3.6586273,-21.366776,1
RU-01-0023-H1,-8.488461,-2.8347495,10
ES-01-0473-H1,0.51191694,11.129108,3
DE-03-2559-H1,0.94054896,10.506311,3
GR-01-0814-H1,0.94658506,10.497049,3
RU-01-0537-H1,-4.558553,-7.820329,-1
SE-01-0578-H1,0.9463772,10.497415,3
DE-02-4950-H1,0.9007062,10.56299,3
DE-03-1251-H1,0.831789,10.652742,3
